Visual,FreqNet,ECAPA,CrossModal,Biometric,auc,margin,err_tau,acc_tau
0.0,0.0,0.15,0.35,0.5,0.9999958539255034,-0.03848210000000002,5,99.76873265494912
0.0,0.0,0.15,0.4,0.45,0.99998756177651,-0.09034505000000004,3,99.86123959296947
0.0,0.0,0.15,0.45,0.4,0.9999834157020133,-0.14220800000000006,3,99.86123959296947
0.0,0.0,0.15,0.5,0.35,0.99997512355302,-0.19407095000000002,4,99.81498612395929
0.0,0.0,0.15,0.55,0.3,0.99996268532953,-0.24593390000000004,7,99.67622571692877
0.0,0.0,0.15,0.6,0.25,0.9999585392550333,-0.29779685,7,99.67622571692877
0.0,0.0,0.15,0.65,0.2,0.9999419549570466,-0.3496598000000001,7,99.67622571692877
0.0,0.0,0.15,0.7,0.15,0.9999336628080533,-0.40152275000000004,7,99.67622571692877
0.0,0.0,0.15,0.75,0.1,0.9998963481375833,-0.4533857000000001,8,99.6299722479186
0.0,0.0,0.15,0.8,0.05,0.9998714716906033,-0.50524865,10,99.53746530989824
0.0,0.0,0.15,0.85,0.0,0.9998548873926166,-0.5571116,10,99.53746530989824
0.0,0.0,0.2,0.0,0.8,0.9999709774785234,-0.06397520000000001,9,99.58371877890842
0.0,0.0,0.2,0.05,0.75,0.99997512355302,-0.02069139999999997,8,99.6299722479186
0.0,0.0,0.2,0.1,0.7,1.0,0.01814270000000001,8,99.6299722479186
0.0,0.0,0.2,0.15,0.65,1.0,0.01868645000000002,7,99.67622571692877
0.0,0.0,0.2,0.2,0.6,1.0,0.01923020000000003,6,99.72247918593895
0.0,0.0,0.2,0.25,0.55,1.0,0.01977395000000004,5,99.76873265494912
0.0,0.0,0.2,0.3,0.5,1.0,0.020317699999999994,3,99.86123959296947
0.0,0.0,0.2,0.35,0.45,1.0,0.001249749999999994,3,99.86123959296947
0.0,0.0,0.2,0.4,0.4,0.99998756177651,-0.050613200000000025,3,99.86123959296947
0.0,0.0,0.2,0.45,0.35,0.99998756177651,-0.10247615000000004,3,99.86123959296947
0.0,0.0,0.2,0.5,0.3,0.9999834157020133,-0.1543391,3,99.86123959296947
0.0,0.0,0.2,0.55,0.25,0.99996268532953,-0.20620205000000003,7,99.67622571692877
0.0,0.0,0.2,0.6,0.2,0.99996268532953,-0.25806499999999993,7,99.67622571692877
0.0,0.0,0.2,0.65,0.15,0.9999419549570466,-0.30992795000000006,7,99.67622571692877
0.0,0.0,0.2,0.7,0.1,0.9999336628080533,-0.3617909,7,99.67622571692877
0.0,0.0,0.2,0.75,0.05,0.9999087863610734,-0.41365385,8,99.6299722479186
0.0,0.0,0.2,0.8,0.0,0.99988805598859,-0.46551680000000006,10,99.53746530989824
0.0,0.0,0.25,0.0,0.75,0.99998756177651,-0.059523749999999986,6,99.72247918593895
0.0,0.0,0.25,0.05,0.7,0.99998756177651,-0.016723149999999964,6,99.72247918593895
0.0,0.0,0.25,0.1,0.65,1.0,0.01707675000000003,4,99.81498612395929
0.0,0.0,0.25,0.15,0.6,1.0,0.017620499999999983,6,99.72247918593895
0.0,0.0,0.25,0.2,0.55,1.0,0.018164249999999993,3,99.86123959296947
0.0,0.0,0.25,0.25,0.5,1.0,0.018708000000000002,3,99.86123959296947
0.0,0.0,0.25,0.3,0.45,1.0,0.019251750000000012,3,99.86123959296947
0.0,0.0,0.25,0.35,0.4,1.0,0.01979550000000002,3,99.86123959296947
0.0,0.0,0.25,0.4,0.35,0.9999958539255034,-0.010881350000000012,3,99.86123959296947
0.0,0.0,0.25,0.45,0.3,0.99998756177651,-0.06274430000000003,3,99.86123959296947
0.0,0.0,0.25,0.5,0.25,0.99998756177651,-0.11460725,3,99.86123959296947
0.0,0.0,0.25,0.55,0.2,0.9999709774785234,-0.1664702,7,99.67622571692877
0.0,0.0,0.25,0.6,0.15,0.99996268532953,-0.21833314999999998,7,99.67622571692877
0.0,0.0,0.25,0.65,0.1,0.9999419549570466,-0.27019610000000016,7,99.67622571692877
0.0,0.0,0.25,0.7,0.05,0.99993780888255,-0.32205904999999996,7,99.67622571692877
0.0,0.0,0.25,0.75,0.0,0.99991293243557,-0.37392200000000003,8,99.6299722479186
0.0,0.0,0.3,0.0,0.7,0.99998756177651,-0.05555549999999998,3,99.86123959296947
0.0,0.0,0.3,0.05,0.65,0.99998756177651,-0.012754900000000013,4,99.81498612395929
0.0,0.0,0.3,0.1,0.6,1.0,0.016010800000000047,2,99.90749306197965
0.0,0.0,0.3,0.15,0.55,1.0,0.01655455,1,99.95374653098983
0.0,0.0,0.3,0.2,0.5,1.0,0.017098299999999955,1,99.95374653098983
0.0,0.0,0.3,0.25,0.45,1.0,0.01764205000000002,3,99.86123959296947
0.0,0.0,0.3,0.3,0.4,1.0,0.01818580000000003,3,99.86123959296947
0.0,0.0,0.3,0.35,0.35,1.0,0.01872955000000004,3,99.86123959296947
0.0,0.0,0.3,0.4,0.3,1.0,0.01927330000000005,3,99.86123959296947
0.0,0.0,0.3,0.45,0.25,0.9999958539255034,-0.023012450000000073,3,99.86123959296947
0.0,0.0,0.3,0.5,0.2,0.99998756177651,-0.07487540000000009,3,99.86123959296947
0.0,0.0,0.3,0.55,0.15,0.99997512355302,-0.12673835000000006,6,99.72247918593895
0.0,0.0,0.3,0.6,0.1,0.9999709774785234,-0.17860130000000002,7,99.67622571692877
0.0,0.0,0.3,0.65,0.05,0.9999461010315434,-0.2304642500000001,7,99.67622571692877
0.0,0.0,0.3,0.7,0.0,0.99993780888255,-0.2823272,7,99.67622571692877
0.0,0.0,0.35,0.0,0.65,0.99998756177651,-0.05158724999999997,4,99.81498612395929
